@_fa,citedby-count,dc:creator,dc:identifier,dc:title,eid,openaccess,openaccessFlag,pii,prism:aggregationType,prism:coverDate,prism:coverDisplayDate,prism:doi,prism:eIssn,prism:issn,prism:issueIdentifier,prism:pageRange,prism:publicationName,prism:url,prism:volume,pubmed-id,source-id,subtype,subtypeDescription
true,40,Pang T.,SCOPUS_ID:83555172285,Telmisartan ameliorates lipopolysaccharide-induced innate immune response through peroxisome proliferator-activated receptor-γ activation in human monocytes,2-s2.0-83555172285,0,False,,Journal,2012-01-01,January 2012,10.1097/HJH.0b013e32834dde5f,14735598,02636352,1,87-96,Journal of Hypertension,https://api.elsevier.com/content/abstract/scopus_id/83555172285,30,22124178,23877,ar,Article
true,40,Fujita M.,SCOPUS_ID:84866038675,Downregulation of brain phosphodiesterase type IV measured with <sup>11</sup>C-(R)-rolipram positron emission tomography in major depressive disorder,2-s2.0-84866038675,0,False,S0006322312004143,Journal,2012-10-01,1 October 2012,10.1016/j.biopsych.2012.04.030,18732402,00063223,7,548-554,Biological Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84866038675,72,22677471,14308,ar,Article
true,39,McGrath L.,SCOPUS_ID:84904976512,Copy number variation in obsessive-compulsive disorder and tourette syndrome: A cross-disorder study,2-s2.0-84904976512,0,False,S0890856714004043,Journal,2014-01-01,August 2014,10.1016/j.jaac.2014.04.022,15275418,08908567,8,910-919,Journal of the American Academy of Child and Adolescent Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84904976512,53,25062598,17643,ar,Article
true,39,Hu Z.,SCOPUS_ID:84894378475,MiR-191 and miR-135 are required for long-lasting spine remodelling associated with synaptic long-term depression,2-s2.0-84894378475,1,True,NCOMMS4263,Journal,2014-02-18,18 February 2014,10.1038/ncomms4263,20411723,,,,Nature Communications,https://api.elsevier.com/content/abstract/scopus_id/84894378475,5,24535612,19700182758,ar,Article
true,39,Tamnes C.,SCOPUS_ID:85016058157,"Development of the cerebral cortex across adolescence: A multisample study of inter-related longitudinal changes in cortical volume, surface area, and thickness",2-s2.0-85016058157,1,True,,Journal,2017-03-22,22 March 2017,10.1523/JNEUROSCI.3302-16.2017,15292401,02706474,12,3402-3412,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/85016058157,37,28242797,16764,ar,Article
true,39,Brachman R.,SCOPUS_ID:84921900973,Lymphocytes from Chronically Stressed Mice Confer Antidepressant-Like Effects to Naive Mice,2-s2.0-84921900973,1,True,,Journal,2015-01-01,28 January 2015,10.1523/JNEUROSCI.2278-14.2015,15292401,02706474,4,1530-1538,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84921900973,35,25632130,16764,ar,Article
true,38,Evans S.,SCOPUS_ID:84907709374,Intranasal oxytocin effects on social cognition: A critique,2-s2.0-84907709374,0,False,S0006899313015035,Journal,2014-01-01,11 September 2014,10.1016/j.brainres.2013.11.008,18726240,00068993,,69-77,Brain Research,https://api.elsevier.com/content/abstract/scopus_id/84907709374,1580,24239931,14346,ar,Article
true,38,Nugent A.,SCOPUS_ID:84926517255,"The relationship between glucose metabolism, resting-state fMRI BOLD signal, and GABA A -binding potential: A preliminary study in healthy subjects and those with temporal lobe epilepsy",2-s2.0-84926517255,1,True,jcbfm2014228,Journal,2015-03-31,31 March 2015,10.1038/jcbfm.2014.228,15597016,0271678X,,583-591,Journal of Cerebral Blood Flow and Metabolism,https://api.elsevier.com/content/abstract/scopus_id/84926517255,35,25564232,16667,ar,Article
true,38,Mueller S.,SCOPUS_ID:84872920006,Gray matter volume in adolescent anxiety: An impact of the brain-derived neurotrophic factor Val<sup>66</sup>met polymorphism?,2-s2.0-84872920006,0,False,S0890856712009197,Journal,2013-02-01,February 2013,10.1016/j.jaac.2012.11.016,15275418,08908567,2,184-195,Journal of the American Academy of Child and Adolescent Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84872920006,52,23357445,17643,ar,Article
true,38,Bouret S.,SCOPUS_ID:84924788135,Sensitivity of locus ceruleus neurons to reward value for goal-directed actions,2-s2.0-84924788135,1,True,,Journal,2015-01-01,2015,10.1523/JNEUROSCI.4553-14.2015,15292401,02706474,9,4005-4014,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84924788135,35,25740528,16764,ar,Article
true,38,Cao V.,SCOPUS_ID:84931560097,Motor Learning Consolidates Arc-Expressing Neuronal Ensembles in Secondary Motor Cortex,2-s2.0-84931560097,1,True,S0896627315004298,Journal,2015-06-17,17 June 2015,10.1016/j.neuron.2015.05.022,10974199,08966273,6,1385-1392,Neuron,https://api.elsevier.com/content/abstract/scopus_id/84931560097,86,26051420,17978,ar,Article
true,38,Rhodes S.,SCOPUS_ID:84874085703,"Differential effects of amygdala, orbital prefrontal cortex, and prelimbic cortex lesions on goal-directed behavior in rhesus macaques",2-s2.0-84874085703,1,True,,Journal,2013-02-20,20 February 2013,10.1523/JNEUROSCI.4374-12.2013,15292401,02706474,8,3380-3389,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84874085703,33,23426666,16764,ar,Article
true,38,Dunsmoor J.,SCOPUS_ID:84910632394,Aversive learning modulates cortical representations of object categories,2-s2.0-84910632394,1,True,,Journal,2014-01-01,1 November 2014,10.1093/cercor/bht138,14602199,10473211,11,2859-2872,Cerebral Cortex,https://api.elsevier.com/content/abstract/scopus_id/84910632394,24,23709642,14855,ar,Article
true,38,Robertson C.,SCOPUS_ID:84906662244,Global motion perception deficits in autism are reflected as early as primary visual cortex,2-s2.0-84906662244,1,True,,Journal,2014-01-01,September 2014,10.1093/brain/awu189,14602156,00068950,9,2588-2599,Brain,https://api.elsevier.com/content/abstract/scopus_id/84906662244,137,25060095,14317,ar,Article
true,38,Jardri R.,SCOPUS_ID:84902585621,From phenomenology to neurophysiological understanding of hallucinations in children and adolescents,2-s2.0-84902585621,1,True,,Journal,2014-01-01,July 2014,10.1093/schbul/sbu029,17451701,05867614,SUPPL. 4,,Schizophrenia Bulletin,https://api.elsevier.com/content/abstract/scopus_id/84902585621,40,24936083,19353,ar,Article
true,38,Nugent A.,SCOPUS_ID:84896728934,Neural correlates of rapid antidepressant response to ketamine in bipolar disorder,2-s2.0-84896728934,0,False,,Journal,2014-03-01,March 2014,10.1111/bdi.12118,13995618,13985647,2,119-128,Bipolar Disorders,https://api.elsevier.com/content/abstract/scopus_id/84896728934,16,24103187,14313,ar,Article
true,38,Szatmari P.,SCOPUS_ID:84960386417,Prospective Longitudinal Studies of Infant Siblings of Children with Autism: Lessons Learned and Future Directions,2-s2.0-84960386417,0,False,S0890856716000095,Journal,2016-03-01,1 March 2016,10.1016/j.jaac.2015.12.014,15275418,08908567,3,179-187,Journal of the American Academy of Child and Adolescent Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84960386417,55,26903251,17643,re,Review
true,38,Cifani C.,SCOPUS_ID:84862869784,Medial prefrontal cortex neuronal activation and synaptic alterations after stress-induced reinstatement of palatable food seeking: A study using c-fos-GFP transgenic female rats,2-s2.0-84862869784,1,True,,Journal,2012-06-20,20 June 2012,10.1523/JNEUROSCI.5895-11.2012,15292401,02706474,25,8480-8490,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84862869784,32,22723688,16764,ar,Article
true,38,Villapol S.,SCOPUS_ID:84869090003,"Candesartan, an angiotensin II at 1-receptor blocker and PPAR-γ agonist, reduces lesion volume and improves motor and memory function after traumatic brain injury in mice",2-s2.0-84869090003,0,False,NPP2012152,Journal,2012-12-01,December 2012,10.1038/npp.2012.152,1740634X,0893133X,13,2817-2829,Neuropsychopharmacology,https://api.elsevier.com/content/abstract/scopus_id/84869090003,37,22892395,18017,ar,Article
true,38,Kaplan R.,SCOPUS_ID:84900526088,Medial prefrontal theta phase coupling during spatial memory retrieval,2-s2.0-84900526088,0,False,,Journal,2014-01-01,June 2014,10.1002/hipo.22255,10981063,10509631,6,656-665,Hippocampus,https://api.elsevier.com/content/abstract/scopus_id/84900526088,24,24497013,13923,ar,Article
true,38,Scopelliti A.,SCOPUS_ID:84902185292,Local control of intestinal stem cell homeostasis by enteroendocrine cells in the adult Drosophila midgut,2-s2.0-84902185292,1,True,S0960982214004072,Journal,2014-06-02,2 June 2014,10.1016/j.cub.2014.04.007,,09609822,11,1199-1211,Current Biology,https://api.elsevier.com/content/abstract/scopus_id/84902185292,24,24814146,15537,ar,Article
true,37,Hung C.,SCOPUS_ID:84921506598,Functional mapping of face-selective regions in the extrastriate visual cortex of the marmoset,2-s2.0-84921506598,0,False,,Journal,2015-01-21,21 January 2015,10.1523/JNEUROSCI.2659-14.2015,15292401,02706474,3,1160-1172,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84921506598,35,25609630,16764,ar,Article
true,37,Robertson C.,SCOPUS_ID:84876224726,Tunnel vision: Sharper gradient of spatial attention in autism,2-s2.0-84876224726,0,False,,Journal,2013-04-17,17 April 2013,10.1523/JNEUROSCI.5120-12.2013,15292401,02706474,16,6776-6781,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84876224726,33,23595736,16764,ar,Article
true,36,Murphy D.,SCOPUS_ID:84874542894,Anxiety and affective disorder comorbidity related to serotonin and other neurotransmitter systems: Obsessive-compulsive disorder as an example of overlapping clinical and genetic heterogeneity,2-s2.0-84874542894,1,True,,Journal,2013-03-07,2013,10.1098/rstb.2012.0435,14712970,09628436,1615,,Philosophical Transactions of the Royal Society B: Biological Sciences,https://api.elsevier.com/content/abstract/scopus_id/84874542894,368,23440468,13602,re,Review
true,36,MacHado-Vieira R.,SCOPUS_ID:84893828878,Multiple levels of impaired neural plasticity and cellular resilience in bipolar disorder: Developing treatments using an integrated translational approach,2-s2.0-84893828878,0,False,,Journal,2014-02-01,February 2014,10.3109/15622975.2013.830775,18141412,15622975,2,84-95,World Journal of Biological Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84893828878,15,23998912,94948,re,Review
true,36,Tost H.,SCOPUS_ID:84872488798,Effects of the BDNF val 66 met polymorphism on white matter microstructure in healthy adults,2-s2.0-84872488798,0,False,NPP2012214,Journal,2013-02-01,February 2013,10.1038/npp.2012.214,1740634X,0893133X,3,525-532,Neuropsychopharmacology,https://api.elsevier.com/content/abstract/scopus_id/84872488798,38,23132269,18017,ar,Article
true,36,Benicky J.,SCOPUS_ID:84864136742,Six commercially available angiotensin II AT<inf>1</inf> receptor antibodies are non-specific,2-s2.0-84864136742,0,False,,Journal,2012-11-01,1 November 2012,10.1007/s10571-012-9862-y,15736830,02724340,8,1353-1365,Cellular and Molecular Neurobiology,https://api.elsevier.com/content/abstract/scopus_id/84864136742,32,22843099,14840,ar,Article
true,36,Listwak S.,SCOPUS_ID:84881654585,Minimal NF-κB activity in neurons,2-s2.0-84881654585,0,False,S0306452213005885,Journal,2013-10-01,October 2013,10.1016/j.neuroscience.2013.07.013,18737544,03064522,,282-299,Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84881654585,250,23872390,18042,ar,Article
true,36,Lee M.,SCOPUS_ID:85015019996,Oxytocin by intranasal and intravenous routes reaches the cerebrospinal fluid in rhesus macaques: Determination using a novel oxytocin assay,2-s2.0-85015019996,0,False,,Journal,2018-01-01,1 January 2018,10.1038/mp.2017.27,14765578,13594184,1,115-122,Molecular Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/85015019996,23,28289281,17382,ar,Article
true,36,Barbera G.,SCOPUS_ID:84992715891,Spatially Compact Neural Clusters in the Dorsal Striatum Encode Locomotion Relevant Information,2-s2.0-84992715891,1,True,S089662731630530X,Journal,2016-10-05,5 October 2016,10.1016/j.neuron.2016.08.037,10974199,08966273,1,202-213,Neuron,https://api.elsevier.com/content/abstract/scopus_id/84992715891,92,27667003,17978,ar,Article
true,36,Wallace G.,SCOPUS_ID:84957843126,Real-World Executive Functions in Adults with Autism Spectrum Disorder: Profiles of Impairment and Associations with Adaptive Functioning and Co-morbid Anxiety and Depression,2-s2.0-84957843126,0,False,,Journal,2016-03-01,1 March 2016,10.1007/s10803-015-2655-7,15733432,01623257,3,1071-1083,Journal of Autism and Developmental Disorders,https://api.elsevier.com/content/abstract/scopus_id/84957843126,46,26572659,22111,ar,Article
true,35,Wallace G.,SCOPUS_ID:84859340821,Distinct cortical correlates of autistic versus antisocial traits in a longitudinal sample of typically developing youth,2-s2.0-84859340821,0,False,,Journal,2012-04-04,4 April 2012,10.1523/JNEUROSCI.6214-11.2012,15292401,02706474,14,4856-4860,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84859340821,32,22492041,16764,ar,Article
true,35,Colaianni G.,SCOPUS_ID:84865271222,Bone marrow oxytocin mediates the anabolic action of estrogen on the skeleton,2-s2.0-84865271222,1,True,,Journal,2012-08-17,17 August 2012,10.1074/jbc.M112.365049,1083351X,00219258,34,29159-29167,Journal of Biological Chemistry,https://api.elsevier.com/content/abstract/scopus_id/84865271222,287,22761429,17592,ar,Article
true,35,Weidner L.,SCOPUS_ID:84941554175,The inhibitor Ko143 is not specific for ABCG2,2-s2.0-84941554175,1,True,,Journal,2015-09-01,1 September 2015,10.1124/jpet.115.225482,15210103,00223565,3,384-393,Journal of Pharmacology and Experimental Therapeutics,https://api.elsevier.com/content/abstract/scopus_id/84941554175,354,26148857,23086,ar,Article
true,35,Emery A.,SCOPUS_ID:84864750962,Signaling through the neuropeptide GPCR PAC1 induces neuritogenesis via a single linear cAMP- and ERK-dependent pathway using a novel cAMP sensor,2-s2.0-84864750962,0,False,,Journal,2012-08-01,August 2012,10.1096/fj.11-203042,15306860,08926638,8,3199-3211,FASEB Journal,https://api.elsevier.com/content/abstract/scopus_id/84864750962,26,22532442,15048,ar,Article
true,35,Jia J.,SCOPUS_ID:84886951417,Age-dependent regulation of synaptic connections by dopamine D2 receptors,2-s2.0-84886951417,0,False,NN3542,Journal,2013-11-01,November 2013,10.1038/nn.3542,15461726,10976256,11,1627-1636,Nature Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84886951417,16,24121738,17436,ar,Article
true,35,Karuppudurai T.,SCOPUS_ID:84893486384,A Hard-Wired Glutamatergic Circuit Pools and Relays UV Signals to Mediate Spectral Preference in Drosophila,2-s2.0-84893486384,1,True,S0896627313011409,Journal,2014-02-05,5 February 2014,10.1016/j.neuron.2013.12.010,10974199,08966273,3,603-615,Neuron,https://api.elsevier.com/content/abstract/scopus_id/84893486384,81,24507194,17978,ar,Article
true,34,Britton J.,SCOPUS_ID:84936940347,Neural changes with attention bias modification for anxiety: A randomized trial,2-s2.0-84936940347,0,False,,Journal,2014-01-01,21 July 2014,10.1093/scan/nsu141,17495024,17495016,7,913-920,Social Cognitive and Affective Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84936940347,10,25344944,7000153204,ar,Article
true,34,Zhang J.,SCOPUS_ID:84877103180,"Differentiating nonrestorative sleep from nocturnal insomnia symptoms: Demographic, clinical, inflammatory, and functional correlates",2-s2.0-84877103180,0,False,,Journal,2013-05-01,1 May 2013,10.5665/sleep.2624,15509109,01618105,5,671-679,Sleep,https://api.elsevier.com/content/abstract/scopus_id/84877103180,36,23633749,19830,ar,Article
true,34,Almeida-Suhett C.,SCOPUS_ID:84904568525,Reduced GABAergic inhibition in the basolateral amygdala and the development of anxiety-like behaviors after mild traumatic brain injury,2-s2.0-84904568525,1,True,,Journal,2014-07-21,21 July 2014,10.1371/journal.pone.0102627,19326203,,7,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84904568525,9,25047645,10600153309,ar,Article
true,34,Wiggins J.,SCOPUS_ID:84927691076,Developmental trajectories of irritability and bidirectional associations with maternal depression,2-s2.0-84927691076,0,False,S0890856714005796,Journal,2014-01-01,2014,10.1016/j.jaac.2014.08.005,15275418,08908567,11,1191-1205.e4,Journal of the American Academy of Child and Adolescent Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84927691076,53,25440309,17643,ar,Article
true,34,Chun J.,SCOPUS_ID:84880640217,Radiofluorination of diaryliodonium tosylates under aqueous-organic and cryptand-free conditions,2-s2.0-84880640217,0,False,,Journal,2013-08-21,21 August 2013,10.1039/c3ob40742j,,14770520,31,5094-5099,Organic and Biomolecular Chemistry,https://api.elsevier.com/content/abstract/scopus_id/84880640217,11,23804017,26388,ar,Article
true,34,Smith A.,SCOPUS_ID:84953310456,Targeted activation of the hippocampal CA2 area strongly enhances social memory,2-s2.0-84953310456,0,False,,Journal,2016-08-01,1 August 2016,10.1038/mp.2015.189,14765578,13594184,8,1137-1144,Molecular Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84953310456,21,26728562,17382,ar,Article
true,34,Papaleo F.,SCOPUS_ID:84894564629,Epistatic interaction between COMT and DTNBP1 modulates prefrontal function in mice and in humans,2-s2.0-84894564629,0,False,MP2013133,Journal,2014-03-01,March 2014,10.1038/mp.2013.133,14765578,13594184,3,311-316,Molecular Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84894564629,19,24145376,17382,ar,Article
true,34,Dimitrov E.,SCOPUS_ID:84907014181,Anxiety- and depression-like behavior and impaired neurogenesis evoked by peripheral neuropathy persist following resolution of prolonged tactile hypersensitivity,2-s2.0-84907014181,1,True,,Journal,2014-09-10,10 September 2014,10.1523/JNEUROSCI.0312-14.2014,15292401,02706474,37,12304-12312,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84907014181,34,25209272,16764,ar,Article
true,34,Nicodemus K.,SCOPUS_ID:84901467979,"Category fluency, latent semantic analysis and schizophrenia: A candidate gene approach",2-s2.0-84901467979,0,False,S0010945213003109,Journal,2014-01-01,June 2014,10.1016/j.cortex.2013.12.004,19738102,00109452,1,182-191,Cortex,https://api.elsevier.com/content/abstract/scopus_id/84901467979,55,24447899,14945,ar,Article
true,34,Vandekar S.,SCOPUS_ID:84920964415,Topologically dissociable patterns of development of the human cerebral cortex,2-s2.0-84920964415,0,False,,Journal,2015-01-14,14 January 2015,10.1523/JNEUROSCI.3628-14.2015,15292401,02706474,2,599-609,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84920964415,35,25589754,16764,ar,Article
true,34,Topol A.,SCOPUS_ID:84963954999,Dysregulation of miRNA-9 in a Subset of Schizophrenia Patient-Derived Neural Progenitor Cells,2-s2.0-84963954999,1,True,S2211124716303965,Journal,2016-05-03,3 May 2016,10.1016/j.celrep.2016.03.090,22111247,,5,1024-1036,Cell Reports,https://api.elsevier.com/content/abstract/scopus_id/84963954999,15,27117414,21100201068,ar,Article
true,34,Stephenson-Jones M.,SCOPUS_ID:85016093356,A basal ganglia circuit for evaluating action outcomes,2-s2.0-85016093356,0,False,,Journal,2016-11-10,10 November 2016,10.1038/nature19845,14764687,00280836,7628,289-293,Nature,https://api.elsevier.com/content/abstract/scopus_id/85016093356,539,27652894,21206,ar,Article
true,34,Bosker W.,SCOPUS_ID:84871760776,Psychomotor Function in Chronic Daily Cannabis Smokers during Sustained Abstinence,2-s2.0-84871760776,1,True,,Journal,2013-01-02,2 January 2013,10.1371/journal.pone.0053127,19326203,,1,,PLoS ONE,https://api.elsevier.com/content/abstract/scopus_id/84871760776,8,23301031,10600153309,ar,Article
true,34,Lyons J.,SCOPUS_ID:84991694146,Elevated basal serum tryptase identifies a multisystem disorder associated with increased TPSAB1 copy number,2-s2.0-84991694146,0,False,,Journal,2016-12-01,1 December 2016,10.1038/ng.3696,15461718,10614036,12,1564-1569,Nature Genetics,https://api.elsevier.com/content/abstract/scopus_id/84991694146,48,27749843,18990,ar,Article
true,33,Jarcho J.,SCOPUS_ID:84871483084,The neural correlates of emotion-based cognitive control in adults with early childhood behavioral inhibition,2-s2.0-84871483084,0,False,S0301051112002001,Journal,2013-02-01,February 2013,10.1016/j.biopsycho.2012.09.008,18736246,03010511,2,306-314,Biological Psychology,https://api.elsevier.com/content/abstract/scopus_id/84871483084,92,23046903,12145,ar,Article
true,33,Lohith T.,SCOPUS_ID:84858597814,Brain and whole-body imaging of nociceptin/orphanin FQ peptide receptor in humans using the PET ligand<sup>11</sup>C-NOP-1A,2-s2.0-84858597814,1,True,,Journal,2012-03-01,1 March 2012,10.2967/jnumed.111.097162,,01615505,3,385-392,Journal of Nuclear Medicine,https://api.elsevier.com/content/abstract/scopus_id/84858597814,53,22312136,17230,ar,Article
true,33,Shechner T.,SCOPUS_ID:84899793335,Fear conditioning and extinction across development: Evidence from human studies and animal models,2-s2.0-84899793335,0,False,S0301051114000714,Journal,2014-01-01,July 2014,10.1016/j.biopsycho.2014.04.001,18736246,03010511,1,1-12,Biological Psychology,https://api.elsevier.com/content/abstract/scopus_id/84899793335,100,24746848,12145,re,Review
true,33,Schaffer A.,SCOPUS_ID:84942873885,A review of factors associated with greater likelihood of suicide attempts and suicide deaths in bipolar disorder: Part II of a report of the International Society for Bipolar Disorders Task Force on Suicide in Bipolar Disorder,2-s2.0-84942873885,0,False,,Journal,2015-01-01,1 November 2015,10.1177/0004867415594428,14401614,00048674,11,1006-1020,Australian and New Zealand Journal of Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84942873885,49,26175498,14250,re,Review
true,33,Martin A.,SCOPUS_ID:84929430527,"GRAPES—Grounding representations in action, perception, and emotion systems: How object properties and categories are represented in the human brain",2-s2.0-84929430527,1,True,,Journal,2016-08-01,1 August 2016,10.3758/s13423-015-0842-3,15315320,10699384,4,979-990,Psychonomic Bulletin and Review,https://api.elsevier.com/content/abstract/scopus_id/84929430527,23,25968087,14062,ar,Article
true,33,Glotzbach-Schoon E.,SCOPUS_ID:84874700611,Enhanced discrimination between threatening and safe contexts in high-anxious individuals,2-s2.0-84874700611,0,False,S0301051113000239,Journal,2013-04-01,April 2013,10.1016/j.biopsycho.2013.01.011,18736246,03010511,1,159-166,Biological Psychology,https://api.elsevier.com/content/abstract/scopus_id/84874700611,93,23384512,12145,ar,Article
true,33,Clark L.,SCOPUS_ID:84887108557,Pathological choice: The neuroscience of gambling and gambling addiction,2-s2.0-84887108557,1,True,,Journal,2013-11-11,2013,10.1523/JNEUROSCI.3231-13.2013,15292401,02706474,45,17617-17623,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84887108557,33,24198353,16764,ar,Article
true,33,Sonuga-Barke E.,SCOPUS_ID:84958889557,"Annual Research Review: Transdiagnostic neuroscience of child and adolescent mental disorders - Differentiating decision making in attention-deficit/hyperactivity disorder, conduct disorder, depression, and anxiety",2-s2.0-84958889557,1,True,,Journal,2016-03-01,1 March 2016,10.1111/jcpp.12496,14697610,00219630,3,321-349,Journal of Child Psychology and Psychiatry and Allied Disciplines,https://api.elsevier.com/content/abstract/scopus_id/84958889557,57,26705858,15402,re,Review
true,33,Pang T.,SCOPUS_ID:84862811633,"Minocycline ameliorates LPS-induced inflammation in human monocytes by novel mechanisms including LOX-1, Nur77 and LITAF inhibition",2-s2.0-84862811633,0,False,S0304416512000293,Journal,2012-04-01,April 2012,10.1016/j.bbagen.2012.01.011,18728006,03044165,4,503-510,Biochimica et Biophysica Acta - General Subjects,https://api.elsevier.com/content/abstract/scopus_id/84862811633,1820,22306153,16829,ar,Article
true,33,Silson E.,SCOPUS_ID:84940426288,A retinotopic basis for the division of high-level scene processing between lateral and ventral human occipitotemporal cortex,2-s2.0-84940426288,1,True,,Journal,2015-01-01,26 August 2015,10.1523/JNEUROSCI.0137-15.2015,15292401,02706474,34,11921-11935,Journal of Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/84940426288,35,26311774,16764,ar,Article
true,33,Pike V.,SCOPUS_ID:84978077114,Considerations in the development of reversibly binding pet radioligands for brain imaging,2-s2.0-84978077114,0,False,,Journal,2016-06-01,1 June 2016,10.2174/0929867323666160418114826,1875533X,09298673,18,1818-1869,Current Medicinal Chemistry,https://api.elsevier.com/content/abstract/scopus_id/84978077114,23,27087244,23488,re,Review
true,33,Blair K.,SCOPUS_ID:84868131048,Cognitive control of attention is differentially affected in trauma-exposed individuals with and without post-traumatic stress disorder,2-s2.0-84868131048,0,False,S0033291712000840,Journal,2013-01-01,January 2013,10.1017/S0033291712000840,14698978,00332917,1,85-95,Psychological Medicine,https://api.elsevier.com/content/abstract/scopus_id/84868131048,43,22571775,18742,ar,Article
true,32,Farmer C.,SCOPUS_ID:84878832226,Pharmacotherapy for the core symptoms in autistic disorder: Current status of the research,2-s2.0-84878832226,0,False,,Journal,2013-03-01,March 2013,10.1007/s40265-013-0021-7,11791950,00126667,4,303-314,Drugs,https://api.elsevier.com/content/abstract/scopus_id/84878832226,73,23504356,21239,ar,Article
true,32,Mehoudar E.,SCOPUS_ID:84902517609,Faces in the eye of the beholder: Unique and stable eye scanning patterns of individual observers,2-s2.0-84902517609,1,True,,Journal,2014-01-01,2014,10.1167/14.7.6,15347362,,7,,Journal of Vision,https://api.elsevier.com/content/abstract/scopus_id/84902517609,14,25057839,14509,ar,Article
true,32,Britton J.,SCOPUS_ID:84861329354,Isolating neural components of threat bias in pediatric anxiety,2-s2.0-84861329354,0,False,,Journal,2012-06-01,June 2012,10.1111/j.1469-7610.2011.02503.x,14697610,00219630,6,678-686,Journal of Child Psychology and Psychiatry and Allied Disciplines,https://api.elsevier.com/content/abstract/scopus_id/84861329354,53,22136196,15402,ar,Article
true,32,Rudebeck P.,SCOPUS_ID:84898043913,A role for primate subgenual cingulate cortex in sustaining autonomic arousal,2-s2.0-84898043913,1,True,,Journal,2014-01-01,41737,10.1073/pnas.1317695111,10916490,00278424,14,5391-5396,Proceedings of the National Academy of Sciences of the United States of America,https://api.elsevier.com/content/abstract/scopus_id/84898043913,111,24706828,21121,ar,Article
true,32,Hibar D.,SCOPUS_ID:85010190069,Novel genetic loci associated with hippocampal volume,2-s2.0-85010190069,1,True,,Journal,2017-01-18,18 January 2017,10.1038/ncomms13624,20411723,,,,Nature Communications,https://api.elsevier.com/content/abstract/scopus_id/85010190069,8,28098162,19700182758,ar,Article
true,32,Jabbi M.,SCOPUS_ID:84859465051,"The Williams syndrome chromosome 7q11.23 hemideletion confers hypersocial, anxious personality coupled with altered insula structure and function",2-s2.0-84859465051,1,True,,Journal,2012-04-03,3 April 2012,10.1073/pnas.1114774109,10916490,00278424,14,,Proceedings of the National Academy of Sciences of the United States of America,https://api.elsevier.com/content/abstract/scopus_id/84859465051,109,22411788,21121,ar,Article
true,32,Lerch J.,SCOPUS_ID:85013814799,Studying neuroanatomy using MRI,2-s2.0-85013814799,0,False,,Journal,2017-02-23,23 February 2017,10.1038/nn.4501,15461726,10976256,3,314-326,Nature Neuroscience,https://api.elsevier.com/content/abstract/scopus_id/85013814799,20,28230838,17436,re,Review
true,31,Wakschlag L.,SCOPUS_ID:84937804424,Clinical Implications of a Dimensional Approach: The Normal:Abnormal Spectrum of Early Irritability,2-s2.0-84937804424,0,False,S0890856715003561,Journal,2015-08-01,1 August 2015,10.1016/j.jaac.2015.05.016,15275418,08908567,8,626-634,Journal of the American Academy of Child and Adolescent Psychiatry,https://api.elsevier.com/content/abstract/scopus_id/84937804424,54,26210331,17643,ar,Article
true,31,Kaddurah-Daouk R.,SCOPUS_ID:84867031949,Cerebrospinal fluid metabolome in mood disorders-remission state has a unique metabolic profile,2-s2.0-84867031949,1,True,SREP00667,Journal,2012-10-08,2012,10.1038/srep00667,20452322,,,,Scientific Reports,https://api.elsevier.com/content/abstract/scopus_id/84867031949,2,22993692,21100200805,ar,Article
true,31,Zadeh S.,SCOPUS_ID:84945179921,"Opening end-of-life discussions: How to introduce Voicing My CHOiCES™, an advance care planning guide for adolescents and young adults",2-s2.0-84945179921,0,False,S1478951514000054,Journal,2013-01-01,13 June 2013,10.1017/S1478951514000054,14789523,14789515,3,591-599,Palliative and Supportive Care,https://api.elsevier.com/content/abstract/scopus_id/84945179921,13,24622210,4000151904,ar,Article
